_id,pc_name,eiin,school_name,pc_id,lab_id,video_name,location,pl_start,start_date_time,pl_end,end_date_time,duration
"647c41f6ae12ef81cb1af46e","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af480","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af47e","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af47c","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af472","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af470","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af47a","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af478","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af474","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af476","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af482","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af484","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af486","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af488","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af48a","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af48c","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af48e","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af490","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af492","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af494","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af496","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af498","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af49a","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af49c","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af49e","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4a0","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4a2","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4a4","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4a6","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4a8","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4aa","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4ac","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4ae","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4b0","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4b2","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4b4","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4b6","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4b8","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4ba","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4bc","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4be","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4c0","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4c2","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4c4","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4c6","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4c8","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4ca","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4cc","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4ce","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4d0","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4d2","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4d4","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4d6","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4d8","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4da","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4dc","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4de","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4e0","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4e2","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4e4","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4e6","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4e8","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4ea","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4ec","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4ee","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4f0","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4f2","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4f4","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4f6","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
"647c41f6ae12ef81cb1af4f8","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","8.502926","5/17/2023, 11:59:42 PM","37.502926"
"647c41f6ae12ef81cb1af4fa","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","5/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","7.502926"
"647c41f6ae12ef81cb1af4fc","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","6/11/2023, 12:59:35 PM","7.502926","5/17/2023, 2:59:42 PM","72.502926"
"647c41f6ae12ef81cb1af4fe","localhost",45,"ullahpara school",12,33,"Articles_ Omission of A and An _ Article in English Grammar","C:/Users/Meta DEV 02/Desktop/video/Articles_ Omission of A and An _ Article in English Grammar.mp4","0","6/17/2023, 12:59:35 PM","7.502926","5/17/2023, 12:59:42 PM","73.502926"
